constellation,OBJECT_NAME,NORAD_CAT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,REV_AT_EPOCH,ELEMENT_SET_NO,OBJECT_TYPE,DECAY_DATE
StarLink,STARLINK-5916,55988,2026-03-11T08:41:22.797024,15.02528868,0.00012090,43.0033,46.8885,265.8932,94.1772,0.00001483900000,-0.00000003,0.0000000000000,6937.238,95.838,559.942,558.265,16316,999,PAYLOAD,
StarLink,STARLINK-5947,55989,2026-03-11T06:09:52.125984,15.02541130,0.00010040,42.9999,47.8135,349.3864,10.6957,-0.00003687400000,-0.00000702,0.0000000000000,6937.201,95.838,559.762,558.369,16314,999,PAYLOAD,
StarLink,STARLINK-5946,55990,2026-03-11T07:56:46.503456,15.02539826,0.00010620,43.0023,47.5052,264.1150,95.9572,0.00008265300000,0.00000913,0.0000000000000,6937.205,95.838,559.806,558.333,16315,999,PAYLOAD,
StarLink,STARLINK-5948,55991,2026-03-11T12:00:02.998944,15.19369276,0.00015140,42.9999,45.5534,253.9579,17.2626,0.05068100000000,0.01190534,0.0000000000000,6885.883,94.776,508.790,506.705,576,999,PAYLOAD,
StarLink,STARLINK-5962,55992,2024-12-23T19:00:25.362144,16.44081722,0.00062420,42.9816,262.3934,151.1313,265.9783,0.00039176000000,0.10780783,0.0000093073000,6533.104,87.587,159.047,150.891,9726,999,PAYLOAD,2024-12-24
StarLink,STARLINK-5969,55993,2026-03-11T07:50:22.966080,15.02535094,0.00016300,43.0048,47.4684,241.8630,118.2047,0.00003760400000,0.00000304,0.0000000000000,6937.219,95.838,560.215,557.954,16315,999,PAYLOAD,
StarLink,STARLINK-5956,55994,2026-03-10T23:34:12.029952,15.02504335,0.00016052,43.0011,49.1842,257.7056,102.3607,-0.00032315983000,-0.00004563,0.0000000000000,6937.314,95.840,560.293,558.065,16310,999,PAYLOAD,
StarLink,STARLINK-5957,55995,2025-12-26T10:26:24.458784,16.37748398,0.00011260,42.9846,62.5142,291.3871,68.6901,0.00062829000000,0.06759416,0.0000092653000,6549.936,87.926,172.538,171.063,15225,999,PAYLOAD,2025-12-26
StarLink,STARLINK-5903,55996,2026-03-11T08:49:21.428832,15.02532833,0.00010680,43.0050,46.9178,272.7456,87.3264,0.00001127100000,-0.00000051,0.0000000000000,6937.226,95.838,559.832,558.350,16316,999,PAYLOAD,
StarLink,STARLINK-5904,55997,2024-06-23T05:51:33.067008,16.37180236,0.00045850,42.9892,159.8065,237.4261,203.6669,0.00230770000000,0.23383189,0.0000092190000,6551.451,87.956,176.320,170.312,6988,999,PAYLOAD,2024-06-23
StarLink,STARLINK-5902,55998,2026-03-11T07:07:14.229408,15.02536946,0.00012600,43.0051,47.2462,271.3852,88.6846,0.00003092900000,0.00000214,0.0000000000000,6937.214,95.838,559.953,558.205,16315,999,PAYLOAD,
StarLink,STARLINK-5901,55999,2026-03-11T07:18:25.106400,15.02537702,0.00009940,43.0060,47.3038,278.8113,81.2617,0.00006834300000,0.00000720,0.0000000000000,6937.211,95.838,559.766,558.387,16315,999,PAYLOAD,
StarLink,STARLINK-5910,56000,2026-03-11T05:13:56.735328,15.02523452,0.00015216,43.0056,47.5149,263.6703,96.3966,0.00016246535000,0.00001991,0.0000000000000,6937.255,95.839,560.176,558.065,16314,999,PAYLOAD,
StarLink,STARLINK-5944,56001,2026-03-11T07:02:26.121696,15.02539237,0.00011340,43.0043,47.2162,271.9665,88.1048,0.00007440700000,0.00000802,0.0000000000000,6937.207,95.838,559.858,558.285,16315,999,PAYLOAD,
StarLink,STARLINK-5799,56002,2026-03-11T06:54:28.021248,15.02539196,0.00013870,43.0053,47.1770,234.7479,125.3234,0.00001911400000,0.00000055,0.0000000000000,6937.207,95.838,560.034,558.110,16315,999,PAYLOAD,
StarLink,STARLINK-5789,56003,2026-03-11T08:47:45.332160,15.02534919,0.00013210,43.0062,46.9084,272.5752,87.4939,0.00005623800000,0.00000556,0.0000000000000,6937.220,95.838,560.001,558.168,16316,999,PAYLOAD,
StarLink,STARLINK-5787,56004,2026-03-11T00:21:56.339424,15.02538195,0.00012770,43.0046,48.5712,265.2489,94.8208,0.00001214536400,-0.00000040,0.0000000000000,6937.210,95.838,559.961,558.189,16311,999,PAYLOAD,
StarLink,STARLINK-5801,56005,2026-03-11T08:34:58.219392,15.02534102,0.00013800,43.0041,46.8433,268.8221,91.2464,0.00005120800000,0.00000488,0.0000000000000,6937.222,95.838,560.045,558.130,16316,999,PAYLOAD,
StarLink,STARLINK-5794,56006,2026-03-10T22:39:49.253184,15.02538214,0.00011220,43.0036,48.8984,274.1866,85.8848,0.00003885600000,0.00000321,0.0000000000000,6937.210,95.838,559.853,558.296,16310,999,PAYLOAD,
StarLink,STARLINK-5806,56007,2026-03-11T05:07:32.016864,15.02533223,0.00013149,43.0046,47.4818,273.0251,87.0441,0.00003867723100,0.00000319,0.0000000000000,6937.225,95.838,560.002,558.178,16314,999,PAYLOAD,
StarLink,STARLINK-5803,56008,2026-03-11T07:53:34.774080,15.02535414,0.00014730,43.0048,47.4708,281.6110,78.4567,0.00003526100000,0.00000273,0.0000000000000,6937.218,95.838,560.105,558.061,16314,999,PAYLOAD,
StarLink,STARLINK-5964,56009,2026-03-11T08:15:47.618496,15.02530181,0.00013990,43.0033,46.7433,278.8133,81.2551,0.00004433600000,0.00000395,0.0000000000000,6937.234,95.838,560.070,558.129,16316,999,PAYLOAD,
StarLink,STARLINK-6102,56093,2024-12-18T12:36:30.805920,16.40104687,0.00017150,42.9893,36.1644,2.9630,140.1529,0.00061249000000,0.08729972,0.0000093351000,6543.661,87.799,166.648,164.404,9579,999,PAYLOAD,2024-12-19
StarLink,STARLINK-6107,56117,2026-03-11T12:00:02.998944,15.13452467,0.00016710,42.9992,135.9014,283.1656,203.0585,0.00284020000000,0.00051836,0.0000000000000,6903.818,95.147,526.836,524.529,581,999,PAYLOAD,
StarLink,STARLINK-6105,56118,2025-11-01T16:24:32.990688,16.34642607,0.00046260,42.9861,46.6150,313.3054,46.7451,0.00088847000000,0.06807709,0.0000092431000,6558.230,88.093,183.129,177.061,14381,999,PAYLOAD,2025-11-02
StarLink,STARLINK-6091,56119,2026-03-11T12:00:02.998944,15.13795097,0.00016420,42.9989,136.0236,291.1661,140.5733,0.00264010000000,0.00048614,0.0000000000000,6902.776,95.125,525.774,523.508,581,999,PAYLOAD,
StarLink,STARLINK-6079,56120,2026-03-11T12:00:02.998944,15.13599115,0.00019970,42.9999,136.1308,281.1923,108.7339,0.00278130000000,0.00050961,0.0000000000000,6903.372,95.137,526.615,523.858,571,999,PAYLOAD,
StarLink,STARLINK-6092,56121,2026-03-11T12:00:02.998944,15.14205744,0.00021480,43.0000,136.1938,276.6573,85.2296,0.06708200000000,0.01356699,0.0000000000000,6901.528,95.099,524.875,521.910,581,999,PAYLOAD,
StarLink,STARLINK-6094,56122,2026-03-11T12:00:02.998944,15.19382926,0.00009900,43.0003,147.9756,259.1365,242.3542,0.05416600000000,0.01261972,0.0000000000000,6885.841,94.775,508.388,507.025,581,999,PAYLOAD,
StarLink,STARLINK-6115,56123,2026-03-11T12:00:02.998944,15.10281675,0.00020800,43.0011,136.2521,247.8096,85.1927,0.00479480000000,0.00080570,0.0000000000000,6913.477,95.346,536.780,533.904,576,999,PAYLOAD,
StarLink,STARLINK-6126,56124,2026-03-11T12:00:02.998944,15.15115204,0.00020150,42.9994,136.1517,279.2107,100.8942,0.06503700000000,0.01348730,0.0000000000000,6898.766,95.042,522.021,519.241,581,999,PAYLOAD,
StarLink,STARLINK-6119,56125,2026-03-11T12:00:02.998944,15.12012573,0.00020000,42.9996,136.1084,282.2301,114.8136,0.00276510000000,0.00048438,0.0000000000000,6908.200,95.237,531.447,528.683,581,999,PAYLOAD,
StarLink,STARLINK-6124,56126,2026-03-11T12:00:02.998944,15.14762071,0.00014460,42.9999,135.7603,313.4785,228.6775,0.00282330000000,0.00053481,0.0000000000000,6899.838,95.064,522.701,520.705,581,999,PAYLOAD,
StarLink,STARLINK-6104,56127,2026-03-11T05:43:05.315808,15.02530980,0.00013380,43.0039,137.6657,266.9654,93.1035,0.00003421900000,0.00000259,0.0000000000000,6937.232,95.838,560.025,558.169,16244,999,PAYLOAD,
StarLink,STARLINK-6122,56128,2026-03-11T12:00:02.998944,15.12132883,0.00012950,43.0002,136.2238,285.1651,63.3157,0.04625900000000,0.00874950,0.0000000000000,6907.834,95.230,530.593,528.804,581,999,PAYLOAD,
StarLink,STARLINK-6121,56129,2026-03-11T12:00:02.998944,15.10922154,0.00019740,43.0002,84.1517,288.2080,133.3031,0.00568340000000,0.00097483,0.0000000000000,6911.523,95.306,534.753,532.024,581,999,PAYLOAD,
StarLink,STARLINK-6117,56130,2026-03-11T12:00:02.998944,15.13622463,0.00011430,43.0006,135.8290,304.2783,210.0748,0.00302490000000,0.00055514,0.0000000000000,6903.301,95.136,525.955,524.377,576,999,PAYLOAD,
StarLink,STARLINK-6120,56131,2026-03-11T12:00:02.998944,15.10504851,0.00011350,42.9998,135.9719,306.3561,144.1626,0.00503930000000,0.00085269,0.0000000000000,6912.796,95.332,535.446,533.877,566,999,PAYLOAD,
StarLink,STARLINK-6071,56132,2026-03-11T12:00:02.998944,15.16037439,0.00010600,43.0006,135.7843,277.8928,254.6056,0.06182000000000,0.01313042,0.0000000000000,6895.968,94.984,518.564,517.102,581,999,PAYLOAD,
StarLink,STARLINK-5566,56133,2026-03-11T12:00:02.998944,15.13642575,0.00014830,42.9994,135.5024,277.6919,11.3757,0.00316460000000,0.00058144,0.0000000000000,6903.240,95.135,526.128,524.081,581,999,PAYLOAD,
StarLink,STARLINK-5564,56134,2026-03-11T12:00:02.998944,15.14207338,0.00009450,42.9999,135.8614,314.4345,185.8723,0.06793900000000,0.01375932,0.0000000000000,6901.523,95.099,524.040,522.736,576,999,PAYLOAD,
StarLink,STARLINK-5563,56135,2024-05-04T09:58:48.290016,16.30196962,0.00006910,42.9847,119.2092,237.3782,247.8031,0.00376210000000,0.18341906,0.0000091021000,6570.148,88.333,192.467,191.559,6236,999,PAYLOAD,2024-05-05
StarLink,STARLINK-5489,56136,2026-03-11T12:00:02.998944,15.13463977,0.00012190,43.0004,135.7317,297.8993,255.4867,0.00300910000000,0.00054973,0.0000000000000,6903.783,95.146,526.489,524.806,541,999,PAYLOAD,
StarLink,STARLINK-5090,56137,2026-03-11T12:00:02.998944,15.11669135,0.00011690,42.9991,135.5604,280.6999,343.6629,0.00307260000000,0.00053372,0.0000000000000,6909.246,95.259,531.919,530.304,576,999,PAYLOAD,
StarLink,STARLINK-4774,56138,2026-03-11T12:00:02.998944,15.10387851,0.00019800,43.0001,135.8876,299.6417,183.8743,0.00225650000000,0.00037682,0.0000000000000,6913.153,95.340,536.387,533.649,566,999,PAYLOAD,
StarLink,STARLINK-5378,56139,2024-05-24T04:12:16.212096,16.23718598,0.00065720,42.9924,62.2926,237.1584,277.2756,0.00422470000000,0.11610789,0.0000089255000,6587.612,88.685,213.806,205.147,6475,999,PAYLOAD,2024-05-24
StarLink,STARLINK-6109,56094,2026-03-11T12:00:02.998944,15.07719177,0.00022430,43.0003,149.2575,264.4030,61.8395,0.00239010000000,0.00037096,0.0000000000000,6921.308,95.509,544.726,541.621,571,999,PAYLOAD,
StarLink,STARLINK-5375,56140,2026-03-11T12:00:02.998944,15.10292566,0.00010240,42.9999,135.8291,317.2106,195.0806,0.00313070000000,0.00052337,0.0000000000000,6913.444,95.346,536.017,534.601,581,999,PAYLOAD,
StarLink,STARLINK-5377,56141,2026-03-11T12:00:02.998944,15.12105640,0.00014400,42.9995,135.5001,265.4656,23.7944,0.00303410000000,0.00053346,0.0000000000000,6907.917,95.231,530.776,528.787,576,999,PAYLOAD,
StarLink,STARLINK-5376,56142,2026-03-11T12:00:02.998944,15.14665685,0.00017660,43.0001,135.4210,263.2026,59.7965,0.00285220000000,0.00053886,0.0000000000000,6900.131,95.070,523.214,520.777,581,999,PAYLOAD,
StarLink,STARLINK-5016,56143,2026-03-11T12:00:02.998944,15.10422832,0.00011240,42.9991,135.5580,279.1176,345.8685,0.00320820000000,0.00053843,0.0000000000000,6913.047,95.338,535.689,534.135,576,999,PAYLOAD,
StarLink,STARLINK-5374,56144,2026-03-11T12:00:02.998944,15.11806588,0.00007260,42.9999,135.7530,299.2170,240.9501,0.00459790000000,0.00080591,0.0000000000000,6908.828,95.250,531.194,530.191,576,999,PAYLOAD,
StarLink,STARLINK-5370,56145,2024-05-04T09:55:33.477024,16.39353409,0.00020670,42.9826,129.5492,343.0845,126.5409,0.00275440000000,0.35845946,0.0000093056000,6545.660,87.840,168.878,166.172,6224,999,PAYLOAD,2024-05-04
StarLink,STARLINK-5111,56146,2026-03-11T12:00:02.998944,15.12279140,0.00017950,43.0003,135.4521,275.0432,34.3389,0.00310130000000,0.00054810,0.0000000000000,6907.388,95.221,530.493,528.013,581,999,PAYLOAD,
StarLink,STARLINK-5140,56147,2026-03-11T10:16:34.026240,15.02917111,0.00012710,43.0004,98.2783,128.4723,231.6234,0.00336320000000,0.00045990,0.0000000000000,6936.044,95.814,558.790,557.027,16291,999,PAYLOAD,
StarLink,STARLINK-5089,56148,2026-03-11T12:00:02.998944,15.06157465,0.00013320,43.0006,97.8897,255.1334,131.7466,0.00566890000000,0.00085190,0.0000000000000,6926.092,95.608,548.880,547.034,581,999,PAYLOAD,
StarLink,STARLINK-6090,56095,2026-03-11T12:00:02.998944,15.08067743,0.00021890,43.0002,149.3269,254.7168,42.8691,0.00248440000000,0.00038948,0.0000000000000,6920.242,95.486,543.622,540.592,581,999,PAYLOAD,
StarLink,STARLINK-6089,56096,2026-03-11T12:00:02.998944,15.06731908,0.00012930,43.0003,149.2600,295.8796,27.3556,0.00252360000000,0.00038143,0.0000000000000,6924.331,95.571,547.092,545.301,576,999,PAYLOAD,
StarLink,STARLINK-6077,56097,2026-03-11T09:05:14.432928,15.02534188,0.00010380,43.0017,97.9228,265.1373,94.9350,0.00000667630000,-0.00000113,0.0000000000000,6937.222,95.838,559.807,558.367,16291,999,PAYLOAD,
StarLink,STARLINK-6088,56098,2026-03-11T12:00:02.998944,15.08418868,0.00020600,43.0002,149.2806,260.6658,57.3064,0.00242300000000,0.00038343,0.0000000000000,6919.168,95.464,542.458,539.608,581,999,PAYLOAD,
StarLink,STARLINK-6093,56099,2025-06-25T03:19:07.595904,16.33588613,0.00117620,42.9938,86.2521,235.3878,275.2073,0.00061295000000,0.04302582,0.0000091066000,6561.050,88.149,190.633,175.198,12421,999,PAYLOAD,2025-06-26
StarLink,STARLINK-6076,56100,2026-03-11T12:00:02.998944,15.07914653,0.00022800,43.0015,149.1144,270.4350,115.3095,0.00210640000000,0.00032823,0.0000000000000,6920.710,95.496,544.153,540.997,556,999,PAYLOAD,
StarLink,STARLINK-6095,56101,2026-03-11T07:13:38.965152,15.02534746,0.00014940,43.0020,150.2608,272.8711,87.1960,0.00010317000000,0.00001190,0.0000000000000,6937.220,95.838,560.122,558.049,16230,999,PAYLOAD,
StarLink,STARLINK-6075,56102,2026-03-11T05:29:55.620672,15.02537125,0.00014280,43.0026,150.5760,268.4418,91.6260,0.00001469900000,-0.00000005,0.0000000000000,6937.213,95.838,560.069,558.087,16229,999,PAYLOAD,
StarLink,STARLINK-6096,56103,2026-03-11T12:00:02.998944,15.07065977,0.00017140,43.0002,149.0565,260.3476,147.0097,0.00209730000000,0.00031926,0.0000000000000,6923.308,95.550,546.360,543.987,581,999,PAYLOAD,
StarLink,STARLINK-6062,56104,2026-03-11T05:34:43.362048,15.02536488,0.00013270,43.0039,150.6049,258.6712,101.3981,0.00008013480300,0.00000879,0.0000000000000,6937.215,95.838,560.001,558.159,16229,999,PAYLOAD,
StarLink,STARLINK-6066,56105,2026-03-11T11:38:27.872448,15.02530307,0.00015400,43.0061,149.0605,269.4649,90.6017,0.00005065700000,0.00000481,0.0000000000000,6937.234,95.838,560.167,558.031,16233,999,PAYLOAD,
StarLink,STARLINK-6078,56106,2025-01-17T15:11:26.977632,16.44230702,0.00041660,42.9873,228.3469,290.4043,127.6329,0.00039864000000,0.10704860,0.0000094182000,6532.709,87.579,157.296,151.853,10037,999,PAYLOAD,2025-01-17
StarLink,STARLINK-6030,56107,2026-03-11T05:07:33.454560,15.02523772,0.00008338,43.0027,150.4592,269.5171,90.5575,-0.00012387772000,-0.00001876,0.0000000000000,6937.254,95.839,559.698,558.541,16229,999,PAYLOAD,
StarLink,STARLINK-6081,56108,2026-03-11T12:00:02.998944,15.06050177,0.00019080,43.0007,149.0464,266.6411,145.2561,0.00214980000000,0.00031839,0.0000000000000,6926.421,95.614,549.607,546.964,581,999,PAYLOAD,
StarLink,STARLINK-6083,56109,2026-03-10T14:50:47.707872,15.02536830,0.00015662,43.0044,153.7385,266.9196,93.1467,0.00010504111000,0.00001216,0.0000000000000,6937.214,95.838,560.165,557.993,16220,999,PAYLOAD,
StarLink,STARLINK-6082,56110,2026-03-11T05:20:20.372928,15.02534089,0.00010001,43.0020,150.5276,253.9388,106.1344,0.00007841725200,0.00000856,0.0000000000000,6937.222,95.838,559.781,558.394,16229,999,PAYLOAD,
StarLink,STARLINK-6084,56111,2026-03-11T04:51:34.944192,15.02524774,0.00010219,43.0044,150.3757,263.4880,96.5846,0.00012520818000,0.00001488,0.0000000000000,6937.251,95.839,559.825,558.407,16229,999,PAYLOAD,
StarLink,STARLINK-6080,56112,2026-03-10T06:39:22.714272,15.02537338,0.00009710,43.0009,155.4740,260.6244,99.4488,0.00024771000000,0.00003144,0.0000000000000,6937.212,95.838,559.751,558.404,16215,999,PAYLOAD,
StarLink,STARLINK-6113,56113,2026-03-11T12:00:02.998944,15.04538644,0.00010180,43.0012,148.6928,286.4469,274.0091,0.00268500000000,0.00038260,0.0000000000000,6931.059,95.710,553.630,552.219,576,999,PAYLOAD,
StarLink,STARLINK-6103,56114,2025-01-21T22:51:45.467712,16.46708340,0.00060540,42.9877,203.8445,328.9706,163.0860,0.00035054000000,0.17086015,0.0000095230000,6526.155,87.447,151.971,144.069,10103,999,PAYLOAD,2025-01-22
StarLink,STARLINK-6101,56115,2026-03-11T12:00:02.998944,15.20172536,0.00011780,42.9988,147.8342,252.3357,309.0441,0.05252000000000,0.01270217,0.0000000000000,6883.457,94.726,506.133,504.511,581,999,PAYLOAD,
StarLink,STARLINK-6114,56116,2026-03-11T06:30:31.234176,15.02529714,0.00014860,43.0034,150.0343,276.7601,83.3072,-0.00002013500000,-0.00000476,0.0000000000000,6937.236,95.838,560.132,558.070,16230,999,PAYLOAD,
StarLink,STARLINK-30096,56286,2023-05-09T12:34:21.447840,16.13831722,0.00087220,42.9937,79.4119,205.8111,154.2533,0.00243260000000,0.02613538,0.0107510000000,6614.490,89.229,242.124,230.586,443,999,PAYLOAD,2023-05-10
StarLink,STARLINK-30107,56287,2026-03-11T08:35:08.539008,15.27557207,0.00007810,43.0003,181.7260,214.8553,145.2247,0.00026424000000,0.00007011,0.0000000000000,6861.254,94.268,483.655,482.583,16055,999,PAYLOAD,
StarLink,STARLINK-30106,56288,2026-03-11T12:00:02.998944,15.26742293,0.00011180,42.9994,198.3316,283.0624,347.2770,-0.00000861480000,-0.00000491,0.0000000000000,6863.696,94.318,486.328,484.793,566,999,PAYLOAD,
StarLink,STARLINK-30095,56289,2026-03-11T12:00:02.998944,15.26737749,0.00011350,42.9997,172.7656,281.8500,100.5091,-0.00022399000000,-0.00006262,0.0000000000000,6863.709,94.319,486.353,484.795,581,999,PAYLOAD,
StarLink,STARLINK-30103,56290,2026-03-11T12:00:02.998944,15.26728851,0.00014440,42.9994,198.4761,266.7748,302.5881,0.00039161000000,0.00010256,0.0000000000000,6863.736,94.319,486.592,484.610,576,999,PAYLOAD,
StarLink,STARLINK-30113,56291,2026-03-11T12:00:02.998944,15.26763750,0.00009070,42.9991,198.3353,294.8722,330.7629,-0.00004302900000,-0.00001414,0.0000000000000,6863.631,94.317,486.119,484.874,571,999,PAYLOAD,
StarLink,STARLINK-30098,56292,2026-03-11T12:00:02.998944,15.26736276,0.00013890,42.9990,198.4978,261.4479,293.4981,-0.00009508500000,-0.00002809,0.0000000000000,6863.714,94.319,486.532,484.625,581,999,PAYLOAD,
StarLink,STARLINK-30090,56293,2026-03-11T12:00:02.998944,15.32524075,0.00016290,43.0003,198.7747,275.4078,159.2692,0.01982300000000,0.00687739,0.0000000000000,6846.422,93.963,469.402,467.171,581,999,PAYLOAD,
StarLink,STARLINK-30049,56294,2026-03-11T12:00:02.998944,15.25863608,0.00018540,43.0005,198.8324,295.7982,91.5020,0.03280100000000,0.00925922,0.0000000000000,6866.330,94.373,489.468,486.922,581,999,PAYLOAD,
StarLink,STARLINK-30083,56295,2026-03-11T12:00:02.998944,15.25958551,0.00011120,42.9988,173.1509,251.9250,320.7080,0.03604000000000,0.01029367,0.0000000000000,6866.046,94.367,488.674,487.147,556,999,PAYLOAD,
StarLink,STARLINK-30089,56296,2026-03-11T07:17:46.844160,15.27576556,0.00016440,43.0009,160.0219,257.2739,102.7928,0.00014998000000,0.00003867,0.0000000000000,6861.196,94.267,484.189,481.933,16074,999,PAYLOAD,
StarLink,STARLINK-30086,56297,2026-03-11T09:42:13.665312,15.26734321,0.00009250,42.9987,199.0290,227.3711,132.7063,0.00005538400000,0.00001226,0.0000000000000,6863.720,94.319,486.219,484.950,16030,999,PAYLOAD,
StarLink,STARLINK-30109,56298,2026-03-11T12:00:02.998944,15.26738509,0.00014640,42.9998,198.4168,281.6082,280.3742,-0.00004901900000,-0.00001574,0.0000000000000,6863.707,94.319,486.577,484.567,577,999,PAYLOAD,
StarLink,STARLINK-30108,56299,2026-03-11T09:31:11.676288,15.11973492,0.00016000,42.9993,186.8440,275.4346,84.6317,0.00018215000000,0.00002959,0.0000000000000,6908.319,95.240,531.289,529.079,16050,999,PAYLOAD,
StarLink,STARLINK-30104,56300,2026-03-11T12:00:02.998944,15.26748842,0.00012150,43.0031,198.6492,270.6518,224.7698,-0.00156560000000,-0.00042027,0.0000000000000,6863.676,94.318,486.375,484.707,576,999,PAYLOAD,
StarLink,STARLINK-30101,56301,2026-03-11T12:00:02.998944,15.26732697,0.00014220,42.9988,198.2472,264.4542,35.3618,-0.00016371000000,-0.00004647,0.0000000000000,6863.724,94.319,486.565,484.613,576,999,PAYLOAD,
StarLink,STARLINK-30111,56302,2026-03-11T12:00:02.998944,15.26735157,0.00013310,42.9994,198.1660,267.6765,38.7398,-0.00016790000000,-0.00004760,0.0000000000000,6863.717,94.319,486.496,484.668,571,999,PAYLOAD,
StarLink,STARLINK-30097,56303,2024-07-22T23:14:06.395712,16.38811302,0.00140890,42.9716,95.2922,252.0103,232.8544,0.00085403000000,0.10965080,0.0000092093000,6547.104,87.869,178.193,159.744,7120,999,PAYLOAD,2024-07-23
StarLink,STARLINK-30099,56304,2026-03-11T12:00:02.998944,15.26746615,0.00016980,42.9994,198.3355,271.9138,317.3800,-0.00008802100000,-0.00002621,0.0000000000000,6863.683,94.318,486.713,484.382,571,999,PAYLOAD,
StarLink,STARLINK-30094,56305,2026-03-11T12:00:02.998944,15.26737422,0.00013520,42.9989,198.1216,264.5463,50.7694,-0.00015395000000,-0.00004386,0.0000000000000,6863.710,94.319,486.503,484.647,581,999,PAYLOAD,
StarLink,STARLINK-30112,56306,2026-03-11T12:00:02.998944,15.26719807,0.00013270,42.9995,198.2291,271.7028,7.3284,-0.00002360500000,-0.00000892,0.0000000000000,6863.763,94.320,486.539,484.717,581,999,PAYLOAD,
StarLink,STARLINK-6038,56317,2026-03-11T11:03:55.787040,15.05645241,0.00020920,97.6043,72.9693,87.4101,272.7365,0.00001004900000,0.00000084,0.0000000000000,6927.663,95.640,550.977,548.078,15811,999,PAYLOAD,
StarLink,STARLINK-5543,56341,2026-03-11T10:41:05.896032,15.01256015,0.00009170,97.6027,71.9165,152.4655,207.6618,-0.00002157800000,-0.00000335,0.0000000000000,6941.159,95.920,563.661,562.388,15838,999,PAYLOAD,
StarLink,STARLINK-5955,56342,2026-03-11T10:47:58.887168,15.05647724,0.00021680,97.6038,72.9859,88.9762,271.1713,-0.00000196170000,-0.00000089,0.0000000000000,6927.655,95.640,551.022,548.018,15846,999,PAYLOAD,
StarLink,STARLINK-5976,56343,2026-03-11T11:27:51.103584,15.05645605,0.00021180,97.6047,72.9504,91.8043,268.3426,0.00002760600000,0.00000337,0.0000000000000,6927.662,95.640,550.994,548.059,15846,999,PAYLOAD,
StarLink,STARLINK-5974,56344,2026-03-11T12:07:43.927392,15.05657011,0.00017120,97.6049,73.0668,100.4172,259.7248,-0.00004233400000,-0.00000672,0.0000000000000,6927.627,95.639,550.678,548.306,15847,999,PAYLOAD,
StarLink,STARLINK-5979,56345,2026-03-11T12:01:04.279872,15.01264336,0.00025810,97.6036,71.9950,136.3084,223.8345,0.00010794000000,0.00001329,0.0000000000000,6941.133,95.919,564.790,561.207,15840,999,PAYLOAD,
StarLink,STARLINK-5837,56346,2026-03-11T12:06:24.505920,15.01258002,0.00029340,97.6032,71.9893,180.0596,180.0628,0.00001098000000,0.00000083,0.0000000000000,6941.153,95.920,565.055,560.981,15840,999,PAYLOAD,
StarLink,STARLINK-5829,56347,2026-03-11T10:55:57.135360,15.05647058,0.00016170,97.6039,72.9797,84.3646,275.7765,-0.00001858300000,-0.00000329,0.0000000000000,6927.657,95.640,550.642,548.402,15846,999,PAYLOAD,
StarLink,STARLINK-5888,56348,2026-03-11T12:09:25.602048,15.01258572,0.00022430,97.6029,71.9874,166.0369,194.0918,-0.00001829400000,-0.00000293,0.0000000000000,6941.151,95.920,564.573,561.459,15840,999,PAYLOAD,
StarLink,STARLINK-5887,56349,2026-03-11T11:50:24.358272,15.01261504,0.00013760,97.6058,72.0095,109.3695,250.7678,0.00009521000000,0.00001165,0.0000000000000,6941.142,95.919,563.962,562.052,15840,999,PAYLOAD,
StarLink,STARLINK-5886,56350,2026-03-11T10:43:59.897856,15.05642794,0.00023210,97.6035,72.9907,86.5028,273.6465,-0.00000213510000,-0.00000092,0.0000000000000,6927.670,95.640,551.143,547.927,15846,999,PAYLOAD,
StarLink,STARLINK-5891,56351,2026-03-11T11:19:52.453632,15.05647611,0.00019060,97.6046,72.9586,90.0283,270.1162,0.00002912700000,0.00000359,0.0000000000000,6927.655,95.640,550.841,548.200,15846,999,PAYLOAD,
StarLink,STARLINK-5885,56352,2026-03-11T11:55:44.711328,15.01262269,0.00030240,97.6050,72.0014,115.1663,244.9875,0.00005538800000,0.00000653,0.0000000000000,6941.140,95.919,565.104,560.906,15840,999,PAYLOAD,
StarLink,STARLINK-5874,56353,2026-03-11T11:29:04.953120,15.01260969,0.00027610,97.6039,72.0406,81.3924,278.7613,0.00003380300000,0.00000376,0.0000000000000,6941.144,95.919,564.925,561.092,15840,999,PAYLOAD,
StarLink,STARLINK-5877,56354,2026-03-11T11:47:46.902912,15.05649856,0.00018450,97.6041,72.9322,83.0574,277.0863,0.00005896400000,0.00000790,0.0000000000000,6927.649,95.640,550.792,548.235,15846,999,PAYLOAD,
StarLink,STARLINK-5533,56355,2026-03-11T11:39:44.617248,15.01264282,0.00019550,97.6047,72.0283,91.4378,268.7070,0.00007723000000,0.00000934,0.0000000000000,6941.134,95.919,564.356,561.642,15840,999,PAYLOAD,
StarLink,STARLINK-5535,56356,2026-03-11T11:15:53.277696,15.05647418,0.00020600,97.6045,72.9634,91.0783,269.0679,0.00015465000000,0.00002171,0.0000000000000,6927.656,95.640,550.948,548.094,15846,999,PAYLOAD,
