OBJECT_NAME,OBJECT_ID,EPOCH,predicted_anomaly,lof_score,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5995,2023-064J,2026-02-09T17:02:20.590656,1,-2.6863805098837874,14.96687994,0.000497,69.9992,215.0529,106.0046,254.166,-0.018804,-0.00208912,0.0
STARLINK-34916,2025-192Z,2026-02-09T08:05:21.335136,1,-2.6835042626965544,15.39677036,0.000297,53.1599,5.4369,77.2403,282.8933,0.0013667,0.00054769,0.0
STARLINK-5606,2023-028AC,2026-02-09T20:00:01.999008,1,-2.680227834574466,14.98356147,0.0002951,70.0012,294.8769,269.7919,173.4423,-0.0030726,-0.00036589,0.0
STARLINK-36416,2026-020P,2026-02-09T20:00:01.999008,1,-2.6783283957383377,15.82291873,0.0001338,42.9991,311.4759,261.08,312.3577,-0.004035,-0.00787074,0.0
STARLINK-31088,2023-200R,2026-02-09T03:52:54.532992,1,-2.6758076663894648,15.02444216,0.00017442,42.9987,325.1977,54.8351,305.2655,0.0017664021,0.0002368,0.0
STARLINK-5459,2023-021AT,2026-02-09T20:00:01.999008,1,-2.6729762285142806,14.98323355,0.0003124,69.9996,234.6998,275.5904,14.0116,0.0013782,0.00016387,0.0
STARLINK-2621,2021-038T,2026-02-09T20:00:01.999008,1,-2.6699513367670193,15.13830382,0.0001571,53.0813,116.5835,55.04,356.1901,0.0024202,0.00044212,0.0
STARLINK-30413,2023-138G,2026-02-09T08:20:55.898880,1,-2.6624616138707293,15.02556364,2.724e-05,43.0037,29.9978,314.2421,45.8399,-0.00041429997,-5.798e-05,0.0
STARLINK-1800,2020-073AG,2026-02-09T20:00:01.999008,1,-2.6622485939010163,15.68914952,0.0002873,53.0458,348.0017,121.9401,280.0408,0.0022434,0.00271254,0.0
STARLINK-1302,2020-019R,2026-02-09T02:25:22.245888,1,-2.65898753570388,15.44682414,0.0001977,53.0531,288.4811,110.7348,249.387,0.0016245676,0.00077337,0.0
STARLINK-2568,2021-038BF,2026-02-09T20:00:01.999008,1,-2.6556099788011087,15.30201283,0.000148,53.1584,104.9434,98.511,343.5145,-0.00061244,-0.00018454,0.0
STARLINK-32542,2024-225Q,2026-02-09T20:00:01.999008,1,-2.6539281696172607,14.98330001,0.0003051,70.0001,234.7182,274.2151,14.4535,0.0014146,0.00016827,0.0
STARLINK-34718,2025-157H,2026-02-09T20:00:01.999008,1,-2.649264611363097,15.30201074,0.0001312,53.1597,115.2595,93.8912,354.0995,-0.00050844,-0.00015387,0.0
STARLINK-5823,2023-028AX,2026-02-09T20:00:01.999008,1,-2.636130698143318,14.98343773,0.0002978,70.0005,274.7685,270.5358,16.541,-0.0023571,-0.00028115,0.0
STARLINK-36520,2026-008X,2026-02-09T20:00:01.999008,1,-2.6336572467842005,15.50686296,0.0001731,42.9998,3.4652,265.244,10.8424,-0.0062387,-0.00351739,0.0
STARLINK-1805,2020-073AM,2026-02-09T20:00:01.999008,1,-2.6274788032867864,15.46097946,0.0003003,53.0544,17.0353,95.8049,301.6133,0.0037101,0.00188683,0.0
STARLINK-4078,2022-053AK,2026-02-09T19:23:40.998624,1,-2.624991084455435,15.49319175,0.0001577,53.2114,217.1961,171.4919,188.6117,0.0010025,0.00055725,0.0
STARLINK-5340,2023-065D,2026-02-08T06:20:12.458976,1,-2.621302990823185,15.02645455,0.0002018,43.0048,357.629,301.3246,58.7399,-0.0016521,-0.00022516,0.0
STARLINK-2647,2021-044W,2026-02-09T20:00:01.999008,1,-2.6120719136840145,15.30181176,0.0001384,53.1598,243.2305,89.6609,211.6163,7.5375e-05,1.872e-05,0.0
STARLINK-5260,2023-010G,2026-02-09T13:34:11.245152,1,-2.610588970017116,14.98334581,0.0002767,70.0038,95.4891,238.6851,121.4037,-6.5324e-05,-8.72e-06,0.0
STARLINK-6266,2023-065AR,2026-02-09T10:22:39.366912,1,-2.6048084083376155,15.02527596,5.251e-05,43.0038,16.9381,206.56,153.5216,7.3291529e-05,7.87e-06,0.0
STARLINK-31179,2024-005Y,2026-02-09T07:12:12.596256,1,-2.599973333292819,15.02519812,0.000213,43.0023,15.6665,225.035,135.032,-7.6019e-05,-1.23e-05,0.0
STARLINK-5611,2023-028W,2026-02-09T20:00:01.999008,1,-2.5994454401350024,14.98357459,0.0002987,70.0009,294.8784,268.6605,173.7381,-0.0032958,-0.00039227,0.0
STARLINK-34755,2025-158J,2026-02-09T14:54:53.869248,1,-2.577958720806578,15.0121373,0.0004537,97.6026,267.2465,38.5017,321.653,-0.00041191,-5.34e-05,0.0
STARLINK-2486,2021-027BD,2026-02-09T20:00:01.999008,1,-2.5768903175664715,15.29344581,8.75e-05,53.1551,230.3837,101.8368,329.4056,0.00022162,6.042e-05,0.0
STARLINK-36096,2025-286AA,2026-02-09T12:36:03.053376,1,-2.5668218237901774,15.40205841,0.0001498,53.1575,129.3397,299.6595,60.426,0.0018462,0.00075632,0.0
STARLINK-36178,2025-293Y,2026-02-09T20:00:01.999008,1,-2.560586255083054,14.98341034,0.0003467,70.0006,164.6388,275.1366,186.6697,0.0016632,0.00019814,0.0
STARLINK-4326,2022-077AQ,2026-02-09T11:10:42.557376,1,-2.558927775507571,15.01265886,0.00017591,97.6026,222.5598,142.9765,217.1581,9.8781129e-05,1.211e-05,0.0
STARLINK-6334,2023-094W,2026-02-09T16:40:47.879904,1,-2.5570526632012482,15.02537118,0.0001867,43.0029,169.8874,353.6926,6.3893,8.9684e-05,1.008e-05,0.0
STARLINK-3546,2022-016E,2026-02-09T10:06:42.710688,1,-2.5567370475202287,15.13603667,0.00019069,53.2136,94.4258,215.2895,144.7973,0.0016063825,0.00028992,0.0
STARLINK-35273,2025-218Q,2026-02-09T14:50:57.515136,1,-2.5561286977005846,15.05659412,0.0001838,97.6025,265.2497,27.8297,332.3028,0.00040001,5.717e-05,0.0
STARLINK-32407,2024-225K,2026-02-09T20:00:56.576160,1,-2.555230079728614,14.98244668,0.0003048,70.0009,234.6357,326.2271,33.8693,-0.0042024,-0.00049771,0.0
STARLINK-32374,2024-224G,2026-02-09T17:38:50.611200,1,-2.5528442475613624,15.27620774,6.97e-05,42.9958,316.0731,135.6365,224.4543,0.00080026,0.00021852,0.0
STARLINK-34431,2025-126K,2026-02-09T16:00:00.999936,1,-2.550329158897576,14.98308652,0.0003345,70.0004,105.0247,269.376,197.4553,0.0019139,0.00022805,0.0
STARLINK-6284,2023-061AF,2026-02-09T20:00:01.999008,1,-2.5480544281956314,15.80605698,0.0002184,42.999,312.0891,236.9923,9.1236,0.0042006,0.00922891,0.0
STARLINK-1601,2020-057D,2026-02-09T22:00:03.000096,1,-2.5438628369662375,15.87015364,0.000348,53.0418,37.9079,25.9537,219.8093,0.0017146,0.00478012,0.0
STARLINK-1266,2020-019Z,2026-02-09T19:30:38.187936,1,-2.5305711352283855,15.41855828,0.000199,53.0523,265.3865,121.1215,238.9985,0.0004034,0.00017006,0.0
STARLINK-34117,2025-102U,2026-02-09T19:32:58.347744,1,-2.5297600105103006,14.98457673,0.0003868,70.0015,184.8568,288.9621,71.1119,-0.0043809,-0.00052154,0.0
STARLINK-1888,2020-088BB,2026-02-09T20:00:01.999008,1,-2.5257950941052245,15.43897429,0.0002554,53.0547,52.3981,65.6222,215.6513,0.0032115,0.001507,0.0
STARLINK-31932,2024-106H,2026-02-08T16:34:57.292032,1,-2.5184769980713386,15.27479288,0.00010787,42.9998,133.0886,347.1888,12.8936,-0.0069816995,-0.00187031,0.0
STARLINK-1814,2020-073AU,2026-02-09T20:00:01.999008,1,-2.5183673323115197,15.77751809,0.0002167,53.0455,325.7598,153.5305,275.1248,0.0015745,0.00278026,0.0
STARLINK-2153,2021-024AJ,2026-02-09T16:00:00.999936,1,-2.5145759032504267,15.30183297,0.0001285,53.1598,79.5672,90.4456,351.1001,0.00036833,0.0001056,0.0
STARLINK-32784,2025-008W,2026-02-09T10:51:26.605728,1,-2.5118724620010915,15.30382088,0.00021711,42.9983,76.7098,42.751,317.3511,0.0012963184,0.00038819,0.0
STARLINK-30871,2023-170Y,2026-02-09T05:32:38.914080,1,-2.505724695351913,15.02505678,9.47e-05,42.9971,350.9706,18.6888,341.3989,0.00021652,2.72e-05,0.0
STARLINK-34444,2025-126AB,2026-02-09T16:25:59.827008,1,-2.502460646567494,14.96678698,0.0017264,70.0056,105.2099,203.1831,156.855,-0.094601,-0.01008576,0.0
STARLINK-30358,2023-144R,2026-02-09T10:54:05.201568,1,-2.50147430736821,15.02513332,0.00025541,43.0066,80.863,242.0897,117.9687,0.00048682824,6.375e-05,0.0
STARLINK-35695,2025-268B,2026-02-09T15:03:06.267168,1,-2.494752680908376,15.27602997,0.0002117,43.0031,145.922,350.3303,9.7507,0.00093045,0.00025449,0.0
STARLINK-35124,2025-198V,2026-02-08T07:22:35.590368,1,-2.4851457753942467,15.39617037,0.0001474,53.1589,47.3211,105.4598,254.657,0.00028489,0.00011011,0.0
STARLINK-35408,2025-223F,2026-02-09T11:48:08.996256,1,-2.4818390824271774,15.30208369,4.733e-05,53.1587,65.4954,98.695,261.4104,0.0012356931,0.00036428,0.0
STARLINK-1286,2020-019BK,2026-02-09T19:28:27.765408,1,-2.4735193513122793,15.48767127,0.0002241,53.0498,264.4501,75.8326,284.293,0.00056462,0.00030488,0.0
STARLINK-1365,2020-025BM,2026-02-09T18:20:00.065760,1,-2.4712457661244223,15.42516584,9.89e-05,53.0538,226.2573,156.0792,204.0258,0.00044092,0.00019054,0.0
STARLINK-5908,2023-037AP,2026-02-09T07:25:45.094080,1,-2.4688878935458116,14.98341574,0.0003492,70.0016,355.8291,256.3755,103.7015,3.1151e-05,2.79e-06,0.0
STARLINK-2422,2021-018AX,2026-02-09T14:00:45.040896,1,-2.4663567477285326,15.30104711,0.0001893,53.1588,16.0417,72.9477,287.173,0.004535,0.00136034,0.0
STARLINK-5093,2023-058R,2026-02-09T14:28:59.630016,1,-2.4644260160409472,15.0126772,0.000425,97.6039,42.6693,34.8169,325.3333,-0.00010008,-1.344e-05,0.0
STARLINK-2707,2021-044AH,2026-02-09T20:12:33.729120,1,-2.462917639777941,15.29935137,0.0001346,53.1581,233.4479,64.1214,295.9926,0.0049955,0.00149368,0.0
