OBJECT_NAME,OBJECT_ID,predicted_anomaly,lof_score,ECCENTRICITY,INCLINATION,BSTAR,MEAN_MOTION
STARLINK-36148,2025-293C,1,-1.8158072052912864,0.0003104,70.0002,-0.00091593,14.98339537
STARLINK-2722,2021-040AW,1,-1.8156656352686276,0.0001013,53.0622,0.0012139,15.08283823
STARLINK-5530,2023-064AY,1,-1.8153376546310696,0.0004383,69.9986,0.00022595,14.9834584
STARLINK-3696,2022-025K,1,-1.8145502363814123,0.0001753,53.0721,0.0007175,15.11304809
STARLINK-32886,2025-018B,1,-1.8142773084800095,0.0001409,53.1596,-0.00019134,15.30200155
STARLINK-31189,2024-012A,1,-1.814117081346706,0.0001565,42.998,-0.00011164,15.27597536
STARLINK-36728,2026-036Z,1,-1.811267061841661,0.0005252,42.9982,-0.00090356,15.81246605
STARLINK-34747,2025-158R,1,-1.8112668905500975,0.0003035,97.6007,-0.0003755,15.0565705
STARLINK-3325,2022-001AS,1,-1.8087975228416546,0.0001389,53.2168,0.0042829,15.50083247
STARLINK-31237,2024-019C,1,-1.8072866623270272,0.0001489,43.0035,-0.00028146,15.27653095
STARLINK-5332,2023-010S,1,-1.8069680322604378,0.00030299,70.0004,0.00022772815,14.98347958
STARLINK-2342,2021-021Z,1,-1.804477715355463,9.33e-05,53.1596,0.0046944,15.44499797
STARLINK-34830,2025-192B,1,-1.8030017306668493,0.0001592,53.1603,0.0011315,15.31082896
STARLINK-31409,2024-056D,1,-1.80286690724803,0.0001167,43.0017,-6.8154e-05,15.27551061
STARLINK-30079,2023-067U,1,-1.8027826498914048,0.0001321,43.0029,-5.0446e-05,15.0253234
STARLINK-5824,2023-088V,1,-1.8014364165002834,0.0001835,43.0043,-0.00018752,15.02511401
STARLINK-30613,2023-160C,1,-1.800331359026531,6.96e-05,42.9994,0.00014933,15.26744846
STARLINK-5130,2022-125AK,1,-1.7972439489882337,0.0001003,53.2164,-0.00026282,15.08835291
STARLINK-6342,2023-078D,1,-1.7939298080605348,0.00034892,70.0017,-0.0003265537,14.98331288
STARLINK-3305,2021-125L,1,-1.791664716040811,0.0002235,53.2174,0.00029178,15.08859405
STARLINK-1451,2020-035M,1,-1.7907975961029954,0.0001872,53.053,0.0018663,15.10185967
STARLINK-4484,2022-097AF,1,-1.7904847375960926,0.0001238,53.2154,0.00037725,15.08846024
